InvoiceID,InvoiceTypeCode,InvoiceIssueDateTime,InvoicePaymentDueDate,InvoiceLineSpec (Y/N),InvoiceSellerAssignedID,InvoiceBuyerPO,SellerSelect,SellerCompanyID,SellerCompanyName,SellerSector,SellerCountry,SellerIBANID,SellerPaymentRef,SellerDeliveryInfo,SellerNotes,BuyerSelect,BuyerCompanyID,BuyerCompanyName,BuyerSector,BuyerCountry,AmountTotal,AmountCurrency,AmountVAT,ConfirmedByBuyer,ConfirmedByBank,ConfirmedPaymentDate,CalcVATPeriod,CalcProductionInput,Good,IsManipulated
INV002314,380,2024-04-28 08:54:06,2024-05-28 08:54:06,N,AgroDistrib Europe,PO-Napoli Express-02314,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE876996326,REF-02314,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,107.72,EUR,17.95,Y,Y,2024-05-26 08:54:06,2024-Q2,2,Cheese,N
INV002315,380,2024-12-12 02:12:17,2025-01-11 02:12:17,N,Sunshine Growers,PO-TomatoMagic Co.-02315,Y,2,Sunshine Growers,Farmers,Luxembourg,DE452926592,REF-02315,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,France,96.0,EUR,16.0,N,Y,2025-01-11 02:12:17,2024-Q4,1,Tomatoes,N
INV002316,380,2021-05-27 12:13:36,2021-06-26 12:13:36,N,Jean Dupont,PO-CUST-02316,Y,10,Jean Dupont,Customers,France,DE4383272410,REF-02316,Main warehouse,,Y,,,,,32.35,EUR,5.39,Y,Y,2021-06-25 12:13:36,2021-Q2,2,,N
INV002317,380,2025-01-29 05:09:39,2025-02-28 05:09:39,N,Luigi's Pizzeria,PO-Anna Müller-02317,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,DE112573507,REF-02317,Main warehouse,,Y,9,Anna Müller,Customers,France,84.31,EUR,14.05,Y,N,2025-02-25 05:09:39,2025-Q1,5,Pizza,Y
INV002318,380,2024-03-21 02:25:12,2024-04-20 02:25:12,N,FreshLink Logistics,PO-Napoli Express-02318,Y,5,FreshLink Logistics,Distributors,France,DE633350355,REF-02318,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,180.58,EUR,30.1,Y,Y,2024-04-16 02:25:12,2024-Q1,2,Canned Tomatoes,N
INV002319,380,2023-09-15 04:31:59,2023-10-15 04:31:59,N,Napoli Express,PO-Jean Dupont-02319,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE546879018,REF-02319,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,38.98,EUR,6.5,N,N,2023-10-15 04:31:59,2023-Q3,4,Pizza,Y
INV002320,380,2021-08-11 03:08:12,2021-09-10 03:08:12,N,Sunshine Growers,PO-TomatoMagic Co.-02320,Y,2,Sunshine Growers,Farmers,France,DE725142532,REF-02320,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,105.07,EUR,17.51,Y,N,2021-09-09 03:08:12,2021-Q3,1,Tomatoes,N
INV002321,380,2022-05-26 03:26:38,2022-06-25 03:26:38,N,Luigi's Pizzeria,PO-Jean Dupont-02321,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE333932127,REF-02321,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,77.89,EUR,12.98,N,Y,2022-06-24 03:26:38,2022-Q2,5,Pizza,N
INV002322,380,2024-01-07 14:29:35,2024-02-06 14:29:35,N,FreshLink Logistics,PO-Luigi's Pizzeria-02322,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE884311485,REF-02322,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,129.91,EUR,21.65,N,N,2024-02-03 14:29:35,2024-Q1,2,Canned Tomatoes,N
INV002323,380,2023-10-26 22:24:58,2023-11-25 22:24:58,N,Sunshine Growers,PO-TomatoMagic Co.-02323,Y,2,Sunshine Growers,Farmers,Luxembourg,DE639267772,REF-02323,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,France,50.11,EUR,8.35,N,N,2023-11-24 22:24:58,2023-Q4,1,Tomatoes,N
INV002324,380,2024-12-27 13:57:31,2025-01-26 13:57:31,N,Napoli Express,PO-CUST-02324,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE191525648,REF-02324,Main warehouse,,Y,,,,,7.6,EUR,1.27,Y,N,2025-01-22 13:57:31,2024-Q4,4,Pizza,Y
INV002325,380,2020-07-15 14:15:57,2020-08-14 14:15:57,N,AgroDistrib Europe,PO-CUST-02325,Y,6,AgroDistrib Europe,Distributors,France,DE276210666,REF-02325,Main warehouse,,Y,,,,,58.86,EUR,9.81,Y,Y,2020-08-11 14:15:57,2020-Q3,2,Cheese,N
INV002326,380,2021-09-24 12:18:12,2021-10-24 12:18:12,N,Sunshine Growers,PO-Farm2Can Ltd.-02326,Y,2,Sunshine Growers,Farmers,Luxembourg,DE589394322,REF-02326,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,31.67,EUR,5.28,Y,N,2021-10-20 12:18:12,2021-Q3,1,Tomatoes,N
INV002327,380,2022-12-02 05:04:53,2023-01-01 05:04:53,N,Jean Dupont,PO-CUST-02327,Y,10,Jean Dupont,Customers,France,DE1749498510,REF-02327,Main warehouse,,Y,,,,,82.06,EUR,13.68,N,N,2022-12-31 05:04:53,2022-Q4,2,,N
INV002328,380,2021-11-04 14:36:44,2021-12-04 14:36:44,N,Luigi's Pizzeria,PO-Jean Dupont-02328,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE803545377,REF-02328,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,14.02,EUR,2.34,Y,Y,2021-12-02 14:36:44,2021-Q4,5,Pizza,N
INV002329,380,2020-08-25 11:02:31,2020-09-24 11:02:31,N,AgroDistrib Europe,PO-CUST-02329,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE138352366,REF-02329,Main warehouse,,Y,,,,,140.93,EUR,23.49,Y,N,2020-09-19 11:02:31,2020-Q3,2,Cheese,N
INV002330,380,2023-08-05 11:56:55,2023-09-04 11:56:55,N,AgroDistrib Europe,PO-Napoli Express-02330,Y,6,AgroDistrib Europe,Distributors,France,DE595896626,REF-02330,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,99.64,EUR,16.61,N,Y,2023-08-30 11:56:55,2023-Q3,2,Cheese,N
INV002331,380,2024-08-31 18:19:01,2024-09-30 18:19:01,N,Napoli Express,PO-Jean Dupont-02331,Y,8,Napoli Express,Pizzarias (B2C),France,DE711676998,REF-02331,Main warehouse,,Y,10,Jean Dupont,Customers,France,79.34,EUR,13.22,Y,Y,2024-09-28 18:19:01,2024-Q3,4,Pizza,Y
INV002332,380,2023-09-09 07:19:39,2023-10-09 07:19:39,N,Luigi's Pizzeria,PO-Anna Müller-02332,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,DE599385167,REF-02332,Main warehouse,,Y,9,Anna Müller,Customers,France,59.88,EUR,9.98,N,N,2023-10-06 07:19:39,2023-Q3,5,Pizza,N
INV002333,380,2023-12-30 20:15:29,2024-01-29 20:15:29,N,GreenFields Farm,PO-Farm2Can Ltd.-02333,Y,1,GreenFields Farm,Farmers,France,DE959526131,REF-02333,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,57.38,EUR,9.56,Y,Y,2024-01-25 20:15:29,2023-Q4,2,Tomatoes,N
INV002334,380,2021-05-17 07:25:52,2021-06-16 07:25:52,N,TomatoMagic Co.,PO-Napoli Express-02334,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,DE588688033,REF-02334,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,116.16,EUR,19.36,Y,N,2021-06-13 07:25:52,2021-Q2,3,Canned Tomatoes,N
INV002335,380,2022-01-09 04:17:52,2022-02-08 04:17:52,N,AgroDistrib Europe,PO-Luigi's Pizzeria-02335,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE190589506,REF-02335,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,78.05,EUR,13.01,N,N,2022-02-03 04:17:52,2022-Q1,2,Cheese,N
INV002336,380,2020-11-05 10:42:26,2020-12-05 10:42:26,N,AgroDistrib Europe,PO-Napoli Express-02336,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE709862926,REF-02336,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,37.15,EUR,6.19,N,Y,2020-12-03 10:42:26,2020-Q4,2,Cheese,N
INV002337,380,2022-02-27 10:59:58,2022-03-29 10:59:58,N,Jean Dupont,PO-CUST-02337,Y,10,Jean Dupont,Customers,Luxembourg,DE9996516910,REF-02337,Main warehouse,,Y,,,,,53.24,EUR,8.87,Y,Y,2022-03-24 10:59:58,2022-Q1,2,,N
INV002338,380,2024-08-18 16:26:28,2024-09-17 16:26:28,N,Luigi's Pizzeria,PO-Jean Dupont-02338,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,DE326141277,REF-02338,Main warehouse,,Y,10,Jean Dupont,Customers,France,22.51,EUR,3.75,N,N,2024-09-16 16:26:28,2024-Q3,5,Pizza,Y
INV002339,380,2022-09-15 08:13:51,2022-10-15 08:13:51,N,Napoli Express,PO-Jean Dupont-02339,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE937824588,REF-02339,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,60.8,EUR,10.13,N,N,2022-10-15 08:13:51,2022-Q3,4,Pizza,Y
INV002340,380,2024-06-06 22:48:00,2024-07-06 22:48:00,N,Jean Dupont,PO-CUST-02340,Y,10,Jean Dupont,Customers,Luxembourg,DE5722861910,REF-02340,Main warehouse,,Y,,,,,19.5,EUR,3.25,Y,Y,2024-07-06 22:48:00,2024-Q2,2,,N
INV002341,380,2021-05-10 21:06:53,2021-06-09 21:06:53,N,Anna Müller,PO-CUST-02341,Y,9,Anna Müller,Customers,France,DE394418339,REF-02341,Main warehouse,,Y,,,,,142.22,EUR,23.7,Y,N,2021-06-09 21:06:53,2021-Q2,2,,N
INV002342,380,2022-05-11 20:22:06,2022-06-10 20:22:06,N,Anna Müller,PO-CUST-02342,Y,9,Anna Müller,Customers,Luxembourg,DE613311229,REF-02342,Main warehouse,,Y,,,,,46.02,EUR,7.67,N,Y,2022-06-05 20:22:06,2022-Q2,2,,N
INV002343,380,2024-11-05 17:47:15,2024-12-05 17:47:15,N,TomatoMagic Co.,PO-FreshLink Logistics-02343,Y,3,TomatoMagic Co.,Food Producers,France,DE348987123,REF-02343,Main warehouse,,Y,5,FreshLink Logistics,Distributors,Luxembourg,87.13,EUR,14.52,Y,N,2024-12-01 17:47:15,2024-Q4,3,Canned Tomatoes,N
INV002344,380,2023-11-05 15:02:18,2023-12-05 15:02:18,N,Napoli Express,PO-Jean Dupont-02344,Y,8,Napoli Express,Pizzarias (B2C),France,DE321785948,REF-02344,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,100.52,EUR,16.75,N,N,2023-12-05 15:02:18,2023-Q4,4,Pizza,Y
INV002345,380,2023-12-25 11:28:39,2024-01-24 11:28:39,N,Napoli Express,PO-Jean Dupont-02345,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE578779678,REF-02345,Main warehouse,,Y,10,Jean Dupont,Customers,France,21.83,EUR,3.64,Y,N,2024-01-20 11:28:39,2023-Q4,4,Pizza,Y
INV002346,380,2025-05-07 03:19:41,2025-06-06 03:19:41,N,Jean Dupont,PO-CUST-02346,Y,10,Jean Dupont,Customers,Luxembourg,DE7899775510,REF-02346,Main warehouse,,Y,,,,,55.19,EUR,9.2,N,N,2025-06-06 03:19:41,2025-Q2,2,,N
INV002347,380,2023-07-01 02:31:43,2023-07-31 02:31:43,N,Sunshine Growers,PO-CUST-02347,Y,2,Sunshine Growers,Farmers,Luxembourg,DE454880112,REF-02347,Main warehouse,,Y,,,,,55.01,EUR,9.17,Y,N,2023-07-28 02:31:43,2023-Q3,1,Tomatoes,N
INV002348,380,2023-01-29 01:14:45,2023-02-28 01:14:45,N,Anna Müller,PO-CUST-02348,Y,9,Anna Müller,Customers,France,DE640247019,REF-02348,Main warehouse,,Y,,,,,19.01,EUR,3.17,Y,N,2023-02-27 01:14:45,2023-Q1,2,,N
INV002349,380,2022-11-02 07:58:12,2022-12-02 07:58:12,N,Luigi's Pizzeria,PO-Anna Müller-02349,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,DE171087697,REF-02349,Main warehouse,,Y,9,Anna Müller,Customers,Luxembourg,32.12,EUR,5.35,Y,N,2022-11-30 07:58:12,2022-Q4,5,Pizza,N
INV002350,380,2024-10-08 12:45:42,2024-11-07 12:45:42,N,TomatoMagic Co.,PO-Luigi's Pizzeria-02350,Y,3,TomatoMagic Co.,Food Producers,France,DE835870793,REF-02350,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,116.81,EUR,19.47,N,Y,2024-11-07 12:45:42,2024-Q4,3,Canned Tomatoes,N
INV002351,380,2021-01-04 19:25:56,2021-02-03 19:25:56,N,TomatoMagic Co.,PO-Luigi's Pizzeria-02351,Y,3,TomatoMagic Co.,Food Producers,France,DE375800653,REF-02351,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,174.24,EUR,29.04,N,Y,2021-01-29 19:25:56,2021-Q1,3,Canned Tomatoes,N
INV002352,380,2021-01-14 10:00:04,2021-02-13 10:00:04,N,Sunshine Growers,PO-Farm2Can Ltd.-02352,Y,2,Sunshine Growers,Farmers,Luxembourg,DE933445782,REF-02352,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,162.32,EUR,27.05,Y,Y,2021-02-11 10:00:04,2021-Q1,1,Tomatoes,N
INV002353,380,2021-06-15 05:25:48,2021-07-15 05:25:48,N,TomatoMagic Co.,PO-Luigi's Pizzeria-02353,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,DE388866663,REF-02353,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,52.48,EUR,8.75,Y,N,2021-07-14 05:25:48,2021-Q2,3,Canned Tomatoes,N
INV002354,380,2021-06-11 14:27:22,2021-07-11 14:27:22,N,Napoli Express,PO-Jean Dupont-02354,Y,8,Napoli Express,Pizzarias (B2C),France,DE547398408,REF-02354,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,125.35,EUR,20.89,Y,Y,2021-07-10 14:27:22,2021-Q2,4,Pizza,N
INV002355,380,2021-12-12 17:57:04,2022-01-11 17:57:04,N,Anna Müller,PO-CUST-02355,Y,9,Anna Müller,Customers,Luxembourg,DE735734069,REF-02355,Main warehouse,,Y,,,,,81.1,EUR,13.52,Y,Y,2022-01-10 17:57:04,2021-Q4,2,,N
INV002356,380,2021-10-26 06:59:17,2021-11-25 06:59:17,N,Jean Dupont,PO-CUST-02356,Y,10,Jean Dupont,Customers,Luxembourg,DE7657470710,REF-02356,Main warehouse,,Y,,,,,18.37,EUR,3.06,N,N,2021-11-22 06:59:17,2021-Q4,2,,N
INV002357,380,2024-11-08 16:59:22,2024-12-08 16:59:22,N,GreenFields Farm,PO-Farm2Can Ltd.-02357,Y,1,GreenFields Farm,Farmers,France,DE971675411,REF-02357,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,85.33,EUR,14.22,N,N,2024-12-08 16:59:22,2024-Q4,2,Tomatoes,N
INV002358,380,2024-06-21 04:09:35,2024-07-21 04:09:35,N,Jean Dupont,PO-CUST-02358,Y,10,Jean Dupont,Customers,Luxembourg,DE1281181510,REF-02358,Main warehouse,,Y,,,,,97.25,EUR,16.21,N,N,2024-07-21 04:09:35,2024-Q2,2,,N
INV002359,380,2021-01-01 01:29:43,2021-01-31 01:29:43,N,Farm2Can Ltd.,PO-FreshLink Logistics-02359,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE803483624,REF-02359,Main warehouse,,Y,5,FreshLink Logistics,Distributors,Luxembourg,96.29,EUR,16.05,N,Y,2021-01-26 01:29:43,2021-Q1,2,Canned Tomatoes,N
INV002360,380,2023-08-31 09:36:14,2023-09-30 09:36:14,N,Anna Müller,PO-CUST-02360,Y,9,Anna Müller,Customers,Luxembourg,DE668965159,REF-02360,Main warehouse,,Y,,,,,66.97,EUR,11.16,N,Y,2023-09-28 09:36:14,2023-Q3,2,,N
INV002361,380,2023-10-10 04:01:56,2023-11-09 04:01:56,N,GreenFields Farm,PO-Farm2Can Ltd.-02361,Y,1,GreenFields Farm,Farmers,Luxembourg,DE838080651,REF-02361,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,69.96,EUR,11.66,Y,Y,2023-11-09 04:01:56,2023-Q4,2,Tomatoes,N
INV002362,380,2020-01-19 07:50:11,2020-02-18 07:50:11,N,Sunshine Growers,PO-Farm2Can Ltd.-02362,Y,2,Sunshine Growers,Farmers,France,DE308479222,REF-02362,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,104.38,EUR,17.4,Y,N,2020-02-18 07:50:11,2020-Q1,1,Tomatoes,N
INV002363,380,2023-02-26 08:27:46,2023-03-28 08:27:46,N,FreshLink Logistics,PO-CUST-02363,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE552686695,REF-02363,Main warehouse,,Y,,,,,54.4,EUR,9.07,N,N,2023-03-23 08:27:46,2023-Q1,2,Canned Tomatoes,N
INV002364,380,2024-01-08 13:01:36,2024-02-07 13:01:36,N,Luigi's Pizzeria,PO-CUST-02364,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE764975827,REF-02364,Main warehouse,,Y,,,,,23.0,EUR,3.83,Y,Y,2024-02-07 13:01:36,2024-Q1,5,Pizza,Y
INV002365,380,2022-07-31 08:54:19,2022-08-30 08:54:19,N,Luigi's Pizzeria,PO-Jean Dupont-02365,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE811625827,REF-02365,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,45.11,EUR,7.52,Y,N,2022-08-28 08:54:19,2022-Q3,5,Pizza,N
INV002366,380,2021-03-11 16:41:11,2021-04-10 16:41:11,N,Jean Dupont,PO-CUST-02366,Y,10,Jean Dupont,Customers,France,DE3163280810,REF-02366,Main warehouse,,Y,,,,,124.43,EUR,20.74,Y,Y,2021-04-06 16:41:11,2021-Q1,2,,N
INV002367,380,2021-11-21 09:01:57,2021-12-21 09:01:57,N,Luigi's Pizzeria,PO-Jean Dupont-02367,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE196313997,REF-02367,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,99.7,EUR,16.62,Y,N,2021-12-17 09:01:57,2021-Q4,5,Pizza,N
INV002368,380,2022-12-30 20:21:38,2023-01-29 20:21:38,N,FreshLink Logistics,PO-Napoli Express-02368,Y,5,FreshLink Logistics,Distributors,France,DE760821885,REF-02368,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,14.7,EUR,2.45,Y,N,2023-01-27 20:21:38,2022-Q4,2,Canned Tomatoes,N
INV002369,380,2020-09-09 15:21:41,2020-10-09 15:21:41,N,FreshLink Logistics,PO-Luigi's Pizzeria-02369,Y,5,FreshLink Logistics,Distributors,France,DE691752845,REF-02369,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,108.3,EUR,18.05,Y,N,2020-10-08 15:21:41,2020-Q3,2,Canned Tomatoes,N
INV002370,380,2024-08-20 02:36:58,2024-09-19 02:36:58,N,Farm2Can Ltd.,PO-Luigi's Pizzeria-02370,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE329049464,REF-02370,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,50.28,EUR,8.38,N,N,2024-09-16 02:36:58,2024-Q3,2,Canned Tomatoes,N
INV002371,380,2023-07-28 06:51:18,2023-08-27 06:51:18,N,Jean Dupont,PO-CUST-02371,Y,10,Jean Dupont,Customers,Luxembourg,DE1598882410,REF-02371,Main warehouse,,Y,,,,,70.32,EUR,11.72,Y,N,2023-08-22 06:51:18,2023-Q3,2,,N
INV002372,380,2023-07-29 20:44:09,2023-08-28 20:44:09,N,Sunshine Growers,PO-TomatoMagic Co.-02372,Y,2,Sunshine Growers,Farmers,Luxembourg,DE599315532,REF-02372,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,113.76,EUR,18.96,Y,Y,2023-08-24 20:44:09,2023-Q3,1,Tomatoes,N
INV002373,380,2023-09-28 01:08:54,2023-10-28 01:08:54,N,TomatoMagic Co.,PO-Napoli Express-02373,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,DE959853873,REF-02373,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,41.0,EUR,6.83,N,N,2023-10-23 01:08:54,2023-Q3,3,Canned Tomatoes,N
INV002374,380,2022-08-05 16:52:05,2022-09-04 16:52:05,N,Anna Müller,PO-CUST-02374,Y,9,Anna Müller,Customers,France,DE639575509,REF-02374,Main warehouse,,Y,,,,,121.33,EUR,20.22,Y,N,2022-09-01 16:52:05,2022-Q3,2,,N
INV002375,380,2025-01-31 20:07:26,2025-03-02 20:07:26,N,Napoli Express,PO-CUST-02375,Y,8,Napoli Express,Pizzarias (B2C),France,DE272755648,REF-02375,Main warehouse,,Y,,,,,54.23,EUR,9.04,N,Y,2025-03-01 20:07:26,2025-Q1,4,Pizza,Y
INV002376,380,2023-09-06 21:50:31,2023-10-06 21:50:31,N,AgroDistrib Europe,PO-Luigi's Pizzeria-02376,Y,6,AgroDistrib Europe,Distributors,France,DE301011656,REF-02376,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,152.98,EUR,25.5,N,N,2023-10-04 21:50:31,2023-Q3,2,Cheese,N
INV002377,380,2021-09-28 14:54:47,2021-10-28 14:54:47,N,Sunshine Growers,PO-TomatoMagic Co.-02377,Y,2,Sunshine Growers,Farmers,Luxembourg,DE122314522,REF-02377,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,France,34.06,EUR,5.68,Y,Y,2021-10-25 14:54:47,2021-Q3,1,Tomatoes,N
INV002378,380,2023-12-07 00:01:53,2024-01-06 00:01:53,N,TomatoMagic Co.,PO-CUST-02378,Y,3,TomatoMagic Co.,Food Producers,France,DE372636523,REF-02378,Main warehouse,,Y,,,,,23.83,EUR,3.97,Y,N,2024-01-01 00:01:53,2023-Q4,3,Canned Tomatoes,N
INV002379,380,2024-08-08 22:03:28,2024-09-07 22:03:28,N,Napoli Express,PO-Anna Müller-02379,Y,8,Napoli Express,Pizzarias (B2C),France,DE366720788,REF-02379,Main warehouse,,Y,9,Anna Müller,Customers,Luxembourg,44.64,EUR,7.44,Y,N,2024-09-06 22:03:28,2024-Q3,4,Pizza,Y
INV002380,380,2024-07-25 13:31:54,2024-08-24 13:31:54,N,Anna Müller,PO-CUST-02380,Y,9,Anna Müller,Customers,France,DE267635629,REF-02380,Main warehouse,,Y,,,,,49.61,EUR,8.27,N,Y,2024-08-23 13:31:54,2024-Q3,2,,N
INV002381,380,2022-12-13 09:36:47,2023-01-12 09:36:47,N,Farm2Can Ltd.,PO-Luigi's Pizzeria-02381,Y,4,Farm2Can Ltd.,Food Producers,France,DE406101784,REF-02381,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,61.66,EUR,10.28,N,N,2023-01-10 09:36:47,2022-Q4,2,Canned Tomatoes,N
INV002382,380,2022-07-13 09:40:14,2022-08-12 09:40:14,N,Luigi's Pizzeria,PO-CUST-02382,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,DE454667407,REF-02382,Main warehouse,,Y,,,,,229.75,EUR,38.29,Y,N,2022-08-09 09:40:14,2022-Q3,5,Pizza,N
INV002383,380,2025-02-14 09:41:52,2025-03-16 09:41:52,N,GreenFields Farm,PO-Farm2Can Ltd.-02383,Y,1,GreenFields Farm,Farmers,France,DE284213641,REF-02383,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,22.56,EUR,3.76,Y,Y,2025-03-15 09:41:52,2025-Q1,2,Tomatoes,N
INV002384,380,2024-02-21 01:53:44,2024-03-22 01:53:44,N,Anna Müller,PO-CUST-02384,Y,9,Anna Müller,Customers,France,DE919258549,REF-02384,Main warehouse,,Y,,,,,17.15,EUR,2.86,Y,N,2024-03-21 01:53:44,2024-Q1,2,,N
INV002385,380,2022-01-02 21:34:19,2022-02-01 21:34:19,N,Anna Müller,PO-CUST-02385,Y,9,Anna Müller,Customers,France,DE256469719,REF-02385,Main warehouse,,Y,,,,,58.13,EUR,9.69,Y,Y,2022-01-29 21:34:19,2022-Q1,2,,N
INV002386,380,2022-10-09 07:26:49,2022-11-08 07:26:49,N,AgroDistrib Europe,PO-CUST-02386,Y,6,AgroDistrib Europe,Distributors,France,DE610072596,REF-02386,Main warehouse,,Y,,,,,51.47,EUR,8.58,N,N,2022-11-04 07:26:49,2022-Q4,2,Cheese,N
INV002387,380,2022-05-17 23:17:42,2022-06-16 23:17:42,N,Sunshine Growers,PO-Farm2Can Ltd.-02387,Y,2,Sunshine Growers,Farmers,France,DE780070642,REF-02387,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,152.2,EUR,25.37,N,Y,2022-06-12 23:17:42,2022-Q2,1,Tomatoes,N
INV002388,380,2021-05-18 10:08:16,2021-06-17 10:08:16,N,Sunshine Growers,PO-TomatoMagic Co.-02388,Y,2,Sunshine Growers,Farmers,Luxembourg,DE748502972,REF-02388,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,France,95.11,EUR,15.85,Y,N,2021-06-13 10:08:16,2021-Q2,1,Tomatoes,N
INV002389,380,2024-11-08 09:30:32,2024-12-08 09:30:32,N,Farm2Can Ltd.,PO-CUST-02389,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE639586064,REF-02389,Main warehouse,,Y,,,,,113.1,EUR,18.85,N,N,2024-12-08 09:30:32,2024-Q4,2,Canned Tomatoes,N
INV002390,380,2023-06-26 13:09:29,2023-07-26 13:09:29,N,GreenFields Farm,PO-Farm2Can Ltd.-02390,Y,1,GreenFields Farm,Farmers,France,DE397638711,REF-02390,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,65.33,EUR,10.89,Y,N,2023-07-21 13:09:29,2023-Q2,2,Tomatoes,N
INV002391,380,2022-12-10 22:54:15,2023-01-09 22:54:15,N,FreshLink Logistics,PO-Luigi's Pizzeria-02391,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE840042895,REF-02391,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,104.48,EUR,17.41,Y,N,2023-01-05 22:54:15,2022-Q4,2,Canned Tomatoes,N
INV002392,380,2022-04-20 14:41:01,2022-05-20 14:41:01,N,Luigi's Pizzeria,PO-Anna Müller-02392,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE593785347,REF-02392,Main warehouse,,Y,9,Anna Müller,Customers,France,75.3,EUR,12.55,Y,N,2022-05-19 14:41:01,2022-Q2,5,Pizza,N
INV002393,380,2020-12-05 09:17:21,2021-01-04 09:17:21,N,Sunshine Growers,PO-CUST-02393,Y,2,Sunshine Growers,Farmers,France,DE392720052,REF-02393,Main warehouse,,Y,,,,,127.6,EUR,21.27,N,Y,2021-01-01 09:17:21,2020-Q4,1,Tomatoes,N
